date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:12	166/166	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2020%20Nov%202022%2017:22:25%20GMT	https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=32	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient76ca.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:13	110605/110605	---M--	200	added ('OK')	text/css	date:Tue,%2015%20Nov%202022%2019:44:35%20GMT	https://techcrunch.com/_static/??-eJyNj9EOgjAMRX/I0ZAA+mL8ltE1UC1jWUfM/t6B0UDig4+3vae9F57BsEdZHCmgKjjWBL3M+DDCfbQxg6YsVE3sq2I4wZ64K0zk2JLQRD4dRBCbKRqhwWL+Dy+7vT5AOPu0vVhMkGVgr6BkI45AYjUxhkif/GuRWMaJnAmzJjXvRlsT/Z1lZbBcUkaTxvL/67tN17rrLm1TN+f2BSeIce4=	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/_static/indexbb80.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:14	12085/12085	URF---	200	added ('OK%20(cached)')	image/png		https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=192	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient9939.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:16	10459/10459	URF---	200	added ('OK%20(cached)')	image/png		https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=180	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradientad83.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:17	86369/86369	URF---	200	added ('OK%20(cached)')	image/jpeg		https://techcrunch.com/wp-content/uploads/2022/04/GettyImages-1240090042.jpg?w=600	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/04/GettyImages-1240090042af90.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:19	4388/4388	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:32%20GMT	https://s.yimg.com/wi/ytc.js	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/wi/ytc.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:24	799/799	UR-MCZ	200	added ('OK')	text/xml	date:Sun,%2020%20Nov%202022%2017:22:36%20GMT	https://techcrunch.com/xmlrpc.php?rsd	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/xmlrpc0db0.php	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:26	166/166	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2020%20Nov%202022%2017:22:40%20GMT	https://stats.wp.com/e-202246.js	/Users/macbookair/desktop/Fredyryk%20Article/stats.wp.com/e-202246.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:29	1613/1613	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:42%20GMT	https://cdn.ampproject.org/v0.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:31	1623/1623	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:44%20GMT	https://cdn.ampproject.org/v0/amp-ad-0.1.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0/amp-ad-0.1.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:35	1631/1631	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:47%20GMT	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:37	1633/1633	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:50%20GMT	https://cdn.ampproject.org/v0/amp-social-share-0.1.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0/amp-social-share-0.1.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:45	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	application/json	date:Sun,%2020%20Nov%202022%2017:22:18%20GMT	https://techcrunch.com/wp-json/wp/v2/posts/2444810	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/wp/v2/posts/2444810.json	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:48	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Nov%202022%2017:23:01%20GMT	https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/trident/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/Trident/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:51	196174/196174	URF---	200	added ('OK%20(cached)')	image/jpeg		https://techcrunch.com/wp-content/uploads/2022/04/GettyImages-1240090042.jpg?w=1024	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/04/GettyImages-12400900422dff.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:53	13927/13927	URF---	200	added ('OK%20(cached)')	image/jpeg		https://techcrunch.com/wp-content/uploads/2022/11/Previews-FIFA-World-Cup-Qatar-2022.webp?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/11/Previews-FIFA-World-Cup-Qatar-202288b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:54	580960/-1	---M--	200	added ('OK')	application/json	date:Sun,%2020%20Nov%202022%2017:22:18%20GMT	https://techcrunch.com/wp-json/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:54	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263751d32-1dcef2%22	https://techcrunch.com/wp-content/themes/techcrunch-2017/build/ec/js/main.js?m=1668619570g	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/themes/techcrunch-2017/build/ec/js/main353d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:54	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	image/png	etag:W/%226344a868-ab24%22	https://techcrunch.com/wp-content/themes/techcrunch-2017/images/favicon.png	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/themes/techcrunch-2017/images/favicon.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:55	5/5	---M--	200	added ('OK')	text/css	etag:%22616a8ae3-5%22	https://p.typekit.net/p.css?s=1&k=svv7knm&ht=tk&f=14032.14033.14034.14035.14036.14037.21510.21511&a=113370729&app=typekit&e=css	/Users/macbookair/desktop/Fredyryk%20Article/p.typekit.net/p1aae.css	(from https://use.typekit.net/svv7knm.css)
09:22:56	13510/13510	URF---	200	added ('OK%20(cached)')	image/jpeg		https://techcrunch.com/wp-content/uploads/2022/11/hyundai-home-abby.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/11/hyundai-home-abby88b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:57	166/166	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2020%20Nov%202022%2017:23:10%20GMT	https://techcrunch.com/wp-content/uploads/2021/01/GettyImages-871410310.jpeg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2021/01/GettyImages-87141031088b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:57	166/166	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Sun,%2020%20Nov%202022%2017:23:10%20GMT	https://techcrunch.com/wp-content/uploads/2021/01/GettyImages-1005682070-1287973462.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2021/01/GettyImages-1005682070-128797346288b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:58	6524/6524	URF---	200	added ('OK%20(cached)')	image/jpeg		https://techcrunch.com/wp-content/uploads/2022/08/GettyImages-1350327539.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/08/GettyImages-135032753988b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:22:58	23248/23248	URF---	200	added ('OK%20(cached)')	image/jpeg		https://techcrunch.com/wp-content/uploads/2021/11/Gopuff_bag1.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2021/11/Gopuff_bag188b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:23:00	26064/26064	---M--	200	added ('OK')	application/font-woff2	etag:%22e7c734ca4517bc7c10bca73df39fbc55e6cf69d4%22	https://use.typekit.net/af/ab3e12/000000000000000077359d4f/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n4&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/ab3e12/000000000000000077359d4f/30/l31db	(from https://use.typekit.net/svv7knm.css)
09:23:01	50/50	URF---	200	added ('OK%20(cached)')	image/gif		https://pixel.wp.com/g.gif?v=ext&blog=136296444&post=2444810&tz=-8&srv=techcrunch.com&host=techcrunch.com&rand=RANDOM&ref=DOCUMENT_REFERRER	/Users/macbookair/desktop/Fredyryk%20Article/pixel.wp.com/g8a11.gif	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:23:01	29984/29984	---M--	200	added ('OK')	application/font-woff	etag:%22e7c734ca4517bc7c10bca73df39fbc55e6cf69d4%22	https://use.typekit.net/af/ab3e12/000000000000000077359d4f/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n4&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/ab3e12/000000000000000077359d4f/30/d31db	(from https://use.typekit.net/svv7knm.css)
09:23:02	62664/62664	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e7c734ca4517bc7c10bca73df39fbc55e6cf69d4%22	https://use.typekit.net/af/ab3e12/000000000000000077359d4f/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n4&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/ab3e12/000000000000000077359d4f/30/a31db	(from https://use.typekit.net/svv7knm.css)
09:23:03	24508/24508	---M--	200	added ('OK')	application/font-woff2	etag:%222af9095fc1d47701460b01187efdefa931de2419%22	https://use.typekit.net/af/951aca/000000000000000077359d51/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i4&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/951aca/000000000000000077359d51/30/l4fcb	(from https://use.typekit.net/svv7knm.css)
09:23:04	28252/28252	---M--	200	added ('OK')	application/font-woff	etag:%222af9095fc1d47701460b01187efdefa931de2419%22	https://use.typekit.net/af/951aca/000000000000000077359d51/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i4&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/951aca/000000000000000077359d51/30/d4fcb	(from https://use.typekit.net/svv7knm.css)
09:23:05	53128/53128	---M-Z	200	added ('OK')	font/opentype	etag:W/%222af9095fc1d47701460b01187efdefa931de2419%22	https://use.typekit.net/af/951aca/000000000000000077359d51/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i4&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/951aca/000000000000000077359d51/30/a4fcb	(from https://use.typekit.net/svv7knm.css)
09:23:06	28088/28088	---M--	200	added ('OK')	application/font-woff2	etag:%22d0d05f773dffde00a71474a60ae01ded7c395a2d%22	https://use.typekit.net/af/a798a9/000000000000000077359d55/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/a798a9/000000000000000077359d55/30/l003a	(from https://use.typekit.net/svv7knm.css)
09:23:07	32636/32636	---M--	200	added ('OK')	application/font-woff	etag:%22d0d05f773dffde00a71474a60ae01ded7c395a2d%22	https://use.typekit.net/af/a798a9/000000000000000077359d55/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/a798a9/000000000000000077359d55/30/d003a	(from https://use.typekit.net/svv7knm.css)
09:23:09	70704/70704	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d0d05f773dffde00a71474a60ae01ded7c395a2d%22	https://use.typekit.net/af/a798a9/000000000000000077359d55/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/a798a9/000000000000000077359d55/30/a003a	(from https://use.typekit.net/svv7knm.css)
09:23:09	24556/24556	---M--	200	added ('OK')	application/font-woff2	etag:%22765d977756dd045313b9df0f7de2651c3ce13e38%22	https://use.typekit.net/af/8e3d9f/000000000000000077359d58/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/8e3d9f/000000000000000077359d58/30/l4fb2	(from https://use.typekit.net/svv7knm.css)
09:23:10	24556/24556	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://use.typekit.net/af/8e3d9f/000000000000000077359d58/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/8e3d9f/000000000000000077359d58/30/l4fb2	(from https://use.typekit.net/svv7knm.css)
09:23:13	28396/28396	---M--	200	added ('OK')	application/font-woff	etag:%22765d977756dd045313b9df0f7de2651c3ce13e38%22	https://use.typekit.net/af/8e3d9f/000000000000000077359d58/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/8e3d9f/000000000000000077359d58/30/d4fb2	(from https://use.typekit.net/svv7knm.css)
09:23:16	52700/52700	---M-Z	200	added ('OK')	font/opentype	etag:W/%22765d977756dd045313b9df0f7de2651c3ce13e38%22	https://use.typekit.net/af/8e3d9f/000000000000000077359d58/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/8e3d9f/000000000000000077359d58/30/a4fb2	(from https://use.typekit.net/svv7knm.css)
09:23:17	28572/28572	---M--	200	added ('OK')	application/font-woff2	etag:%2287ec140fce9aad5c2a221ffa95ac69f4d34187f2%22	https://use.typekit.net/af/63d81f/000000000000000077359d5a/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/63d81f/000000000000000077359d5a/30/l27e9	(from https://use.typekit.net/svv7knm.css)
09:23:18	52700/52700	UR-M-Z	200	added ('OK')	font/opentype	etag:W/%22765d977756dd045313b9df0f7de2651c3ce13e38%22	https://use.typekit.net/af/8e3d9f/000000000000000077359d58/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i7&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/8e3d9f/000000000000000077359d58/30/a4fb2	(from https://use.typekit.net/svv7knm.css)
09:23:19	33076/33076	---M--	200	added ('OK')	application/font-woff	etag:%2287ec140fce9aad5c2a221ffa95ac69f4d34187f2%22	https://use.typekit.net/af/63d81f/000000000000000077359d5a/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/63d81f/000000000000000077359d5a/30/d27e9	(from https://use.typekit.net/svv7knm.css)
09:23:20	71020/71020	---M-Z	200	added ('OK')	font/opentype	etag:W/%2287ec140fce9aad5c2a221ffa95ac69f4d34187f2%22	https://use.typekit.net/af/63d81f/000000000000000077359d5a/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/63d81f/000000000000000077359d5a/30/a27e9	(from https://use.typekit.net/svv7knm.css)
09:23:20	25196/25196	---M--	200	added ('OK')	application/font-woff2	etag:%22c2a10a2eae5bb6e0b3ffb30ee8ec1ca4b55f55d0%22	https://use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/ld572	(from https://use.typekit.net/svv7knm.css)
09:23:21	25196/25196	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/ld572	(from https://use.typekit.net/svv7knm.css)
09:23:21	28468/28468	---M--	200	added ('OK')	application/font-woff	etag:%22c2a10a2eae5bb6e0b3ffb30ee8ec1ca4b55f55d0%22	https://use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/dd572	(from https://use.typekit.net/svv7knm.css)
09:23:22	53580/53580	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c2a10a2eae5bb6e0b3ffb30ee8ec1ca4b55f55d0%22	https://use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i3&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/e4f1f2/000000000000000077359d5c/30/ad572	(from https://use.typekit.net/svv7knm.css)
09:23:23	19048/19048	---M--	200	added ('OK')	application/font-woff2	etag:%22d1d07cd180a1586b17fbd882795c2e24439b7089%22	https://use.typekit.net/af/cbf647/000000000000000077359d61/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/cbf647/000000000000000077359d61/30/ld14f	(from https://use.typekit.net/svv7knm.css)
09:23:24	19048/19048	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://use.typekit.net/af/cbf647/000000000000000077359d61/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/cbf647/000000000000000077359d61/30/ld14f	(from https://use.typekit.net/svv7knm.css)
09:23:27	22024/22024	---M--	200	added ('OK')	application/font-woff	etag:%22d1d07cd180a1586b17fbd882795c2e24439b7089%22	https://use.typekit.net/af/cbf647/000000000000000077359d61/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/cbf647/000000000000000077359d61/30/dd14f	(from https://use.typekit.net/svv7knm.css)
09:23:31	39156/39156	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d1d07cd180a1586b17fbd882795c2e24439b7089%22	https://use.typekit.net/af/cbf647/000000000000000077359d61/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/cbf647/000000000000000077359d61/30/ad14f	(from https://use.typekit.net/svv7knm.css)
09:23:31	20892/20892	---M--	200	added ('OK')	application/font-woff2	etag:%22045d844a6d3b8b7d293d5549b63ad5cd54db286e%22	https://use.typekit.net/af/af45c0/000000000000000077359d62/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/af45c0/000000000000000077359d62/30/l37a4	(from https://use.typekit.net/svv7knm.css)
09:23:32	24016/24016	---M--	200	added ('OK')	application/font-woff	etag:%22045d844a6d3b8b7d293d5549b63ad5cd54db286e%22	https://use.typekit.net/af/af45c0/000000000000000077359d62/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/af45c0/000000000000000077359d62/30/d37a4	(from https://use.typekit.net/svv7knm.css)
09:23:34	39156/39156	UR-M-Z	200	added ('OK')	font/opentype	etag:W/%22d1d07cd180a1586b17fbd882795c2e24439b7089%22	https://use.typekit.net/af/cbf647/000000000000000077359d61/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=n8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/cbf647/000000000000000077359d61/30/ad14f	(from https://use.typekit.net/svv7knm.css)
09:23:34	20892/20892	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://use.typekit.net/af/af45c0/000000000000000077359d62/30/l?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/af45c0/000000000000000077359d62/30/l37a4	(from https://use.typekit.net/svv7knm.css)
09:23:36	24016/24016	URF---	200	added ('OK%20(cached)')	application/octet-stream		https://use.typekit.net/af/af45c0/000000000000000077359d62/30/d?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/af45c0/000000000000000077359d62/30/d37a4	(from https://use.typekit.net/svv7knm.css)
09:23:39	42416/42416	---M-Z	200	added ('OK')	font/opentype	etag:W/%22045d844a6d3b8b7d293d5549b63ad5cd54db286e%22	https://use.typekit.net/af/af45c0/000000000000000077359d62/30/a?primer=c4e4cd189e2a02025a5d541854cf6393365473590ae827c14608e929984783f1&fvd=i8&v=3	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/af/af45c0/000000000000000077359d62/30/a37a4	(from https://use.typekit.net/svv7knm.css)
09:23:40	1/1	---M--	200	added ('OK')	text/plain	etag:%226373ff6c-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/svv7knm.css)
